64,70,2021-10-23,2021-12-19,32
65,69,2021-12-15,2021-12-21,33
66,64,2021-07-02,2021-07-10,33
67,88,2021-08-24,2021-11-14,34
68,37,2021-12-20,2021-12-30,35
69,87,2021-12-22,2021-12-26,35
70,74,2021-09-20,2021-11-27,36
71,17,2021-11-02,2021-11-27,36
72,52,2021-12-19,2021-12-22,37
73,27,2021-12-04,2021-12-23,37
74,89,2021-11-20,2021-12-04,38
75,26,2021-05-08,2021-06-19,38
76,30,2021-06-20,2021-07-19,38
77,12,2021-08-25,2021-11-13,39
78,75,2021-12-16,2021-12-17,39
79,14,2021-08-06,2021-10-16,39
80,33,2021-08-19,2021-11-01,40
81,90,2021-07-24,2021-12-26,40
82,45,2021-10-02,2021-10-13,41
83,44,2021-11-04,2021-12-04,41
84,30,2021-10-12,2021-11-03,42
85,13,2021-04-06,2021-07-06,42
86,40,2021-01-11,2021-10-07,42
87,21,2021-10-02,2021-11-15,43
88,32,2021-07-01,2021-09-02,43
89,34,2021-11-16,2021-12-07,43
90,55,2021-10-21,2021-12-15,44
91,25,2021-12-09,2021-12-22,45
92,89,2021-12-23,2021-12-30,45
93,25,2021-04-22,2021-08-13,45
94,40,2021-05-04,2021-05-28,46
95,51,2021-09-25,2021-11-15,46
96,20,2021-10-30,2021-12-10,46
97,44,2021-06-14,2021-10-03,47
98,52,2021-11-10,2021-12-19,47
99,25,2021-09-14,2021-11-06,47
100,77,2021-07-25,2021-10-29,48
101,16,2021-11-22,2021-11-24,48
102,33,2021-08-17,2021-09-17,48
103,13,2021-09-28,2021-10-29,49
104,25,2021-07-07,2021-12-17,49
105,79,2021-09-28,2021-10-30,50
106,36,2021-10-29,2021-12-06,50
107,23,2021-10-28,2021-12-03,50
108,14,2021-07-13,2021-11-23,51
109,36,2021-12-09,2021-12-14,51
110,44,2021-10-03,2021-12-08,52
111,28,2021-12-19,2021-12-26,53
112,17,2021-12-20,2021-12-27,53
113,72,2021-12-15,2021-12-28,53
114,78,2021-04-17,2021-10-31,54
115,66,2021-09-22,2021-12-29,54
116,51,2021-08-10,2021-12-09,55
117,28,2021-12-24,2021-12-25,56
118,10,2021-11-22,2021-12-07,57
119,51,2021-08-31,2021-11-19,58
120,37,2021-12-17,2021-12-24,58
121,66,2021-09-30,2021-12-06,58
122,51,2021-12-29,2021-12-29,59
123,75,2021-11-16,2021-12-21,59
124,15,2021-10-17,2021-12-02,59
125,49,2021-04-10,2021-05-30,60
126,85,2021-04-23,2021-06-14,60
127,39,2021-12-30,2021-12-30,61
128,76,2021-11-14,2021-12-01,61
129,16,2021-12-25,2021-12-28,61
130,54,2021-10-06,2021-10-11,62
131,76,2021-10-17,2021-12-20,63
132,79,2021-12-14,2021-12-27,64
133,82,2021-12-30,2021-12-30,64
134,84,2021-05-12,2021-08-09,65
135,23,2021-11-17,2021-12-25,66
136,89,2021-12-04,2021-12-16,67
137,71,2021-12-23,2021-12-26,67
138,84,2021-11-30,2021-12-01,67
139,41,2021-10-09,2021-10-22,68
140,11,2021-09-10,2021-09-23,69
141,48,2021-10-12,2021-11-15,69
142,13,2021-09-22,2021-11-25,70
143,61,2021-09-20,2021-12-16,70
144,13,2021-12-17,2021-12-19,71
145,56,2021-11-03,2021-12-10,72
146,61,2021-10-03,2021-12-14,72
147,10,2021-12-30,2021-12-30,73
148,24,2021-11-22,2021-12-17,73
149,25,2021-08-02,2021-08-30,73
150,53,2021-08-19,2021-12-15,74
151,33,2021-12-13,2021-12-23,74
152,90,2021-12-10,2021-12-19,75
153,44,2021-11-16,2021-11-20,75
154,11,2021-06-18,2021-11-23,75
155,64,2021-04-06,2021-07-04,76
156,36,2021-07-26,2021-12-27,76
157,90,2021-11-10,2021-12-13,76
158,69,2021-11-04,2021-12-24,77
159,26,2021-08-13,2021-10-25,77
160,60,2021-05-06,2021-12-02,77
161,85,2021-12-14,2021-12-28,78
162,73,2021-12-22,2021-12-26,78
163,10,2021-12-16,2021-12-23,78
164,13,2021-07-15,2021-09-15,79
165,24,2021-08-04,2021-12-29,79
166,46,2021-11-21,2021-12-11,80
167,13,2021-05-17,2021-07-03,80
168,21,2021-12-08,2021-12-09,81
169,37,2021-10-29,2021-11-03,81
170,26,2021-11-26,2021-12-12,81
171,62,2021-12-05,2021-12-28,82
172,87,2021-06-03,2021-08-29,82
173,53,2021-10-28,2021-11-26,83
174,56,2021-06-14,2021-10-16,83
175,29,2021-10-27,2021-11-28,84
176,31,2021-10-18,2021-11-02,84
177,82,2021-10-08,2021-12-02,85
178,81,2021-05-19,2021-08-23,85
179,48,2021-11-28,2021-12-11,86
180,58,2021-10-04,2021-12-27,86
181,36,2021-09-25,2021-10-07,86
182,14,2021-12-17,2021-12-30,87
183,41,2021-02-18,2021-10-27,87
184,31,2021-03-30,2021-06-02,87
185,53,2021-10-16,2021-10-21,88
186,57,2021-12-19,2021-12-30,88
187,52,2021-08-23,2021-09-17,88
188,43,2021-05-20,2021-06-21,89
189,90,2021-08-30,2021-09-30,89
190,68,2021-02-11,2021-03-21,89
191,62,2021-11-12,2021-12-29,90
192,64,2021-12-13,2021-12-28,90
193,41,2021-09-14,2021-10-14,91
194,74,2020-12-30,2021-04-10,92
195,86,2021-12-18,2021-12-20,93
196,34,2021-10-31,2021-12-05,94
197,59,2021-06-15,2021-11-03,95
198,78,2021-07-24,2021-12-19,95
199,80,2021-12-20,2021-12-23,96
200,67,2021-12-12,2021-12-14,97
201,69,2021-12-28,2021-12-29,97
202,18,2021-12-14,2021-12-18,98
203,90,2021-12-06,2021-12-07,98
204,88,2021-08-22,2021-09-05,99
205,65,2021-12-25,2021-12-27,99
206,30,2021-08-28,2021-12-20,99
207,24,2021-12-16,2021-12-22,100
208,74,2021-07-28,2021-11-16,100
209,69,2021-11-25,2021-12-27,100
210,33,2021-11-25,2021-12-09,101
211,82,2021-12-24,2021-12-26,101
212,12,2021-12-14,2021-12-20,102
213,47,2021-11-04,2021-12-24,102
214,61,2021-11-21,2021-12-26,103
215,22,2021-12-25,2021-12-27,103
216,60,2021-12-04,2021-12-13,103
217,42,2021-11-03,2021-12-28,104
218,59,2021-08-06,2021-08-11,104
219,12,2021-06-05,2021-06-29,105
220,24,2021-11-23,2021-12-10,105
221,68,2021-09-03,2021-10-21,105
222,70,2021-08-21,2021-10-03,106
223,64,2021-10-02,2021-11-12,107
224,13,2021-10-11,2021-12-23,108
225,79,2021-06-13,2021-06-19,108
226,62,2021-10-10,2021-10-17,109
227,77,2021-12-24,2021-12-29,109
228,74,2021-09-15,2021-12-19,110
229,33,2021-10-06,2021-12-14,110
230,45,2021-08-11,2021-11-26,111
231,23,2021-11-21,2021-11-25,111
232,30,2021-12-15,2021-12-17,112
233,15,2021-10-16,2021-12-20,112
234,55,2021-12-23,2021-12-25,113
235,62,2021-07-24,2021-10-29,113
236,31,2021-11-25,2021-12-18,113
237,25,2021-12-06,2021-12-16,114
238,46,2021-07-28,2021-08-25,115
239,89,2021-12-28,2021-12-30,116
240,63,2021-12-19,2021-12-29,117
241,76,2021-10-15,2021-12-05,117
242,79,2021-09-05,2021-12-07,118
243,43,2021-11-27,2021-12-03,118
244,64,2021-10-29,2021-11-02,119
245,44,2021-09-06,2021-10-03,119
246,79,2021-12-24,2021-12-30,120
247,52,2021-12-10,2021-12-19,120
248,90,2021-11-19,2021-11-26,121
249,79,2021-10-29,2021-11-03,121
250,37,2021-06-02,2021-12-18,122
251,40,2021-11-07,2021-11-17,123
252,12,2021-12-11,2021-12-25,124
253,21,2021-12-21,2021-12-29,124
254,73,2021-08-10,2021-09-13,125
255,64,2021-11-27,2021-12-18,126
256,34,2021-04-15,2021-06-22,127
257,18,2021-07-25,2021-08-20,127
258,37,2021-12-25,2021-12-30,127
259,20,2021-12-04,2021-12-13,128
260,49,2021-02-26,2021-07-06,128
261,82,2021-10-09,2021-11-12,128
262,23,2021-12-18,2021-12-29,129
263,70,2021-11-27,2021-12-28,129
264,35,2021-12-13,2021-12-16,129
265,11,2021-12-15,2021-12-30,130
266,90,2021-05-29,2021-12-08,130
267,12,2021-10-20,2021-11-06,130
268,78,2021-10-13,2021-12-14,131
269,82,2021-08-09,2021-11-27,132
270,62,2021-12-13,2021-12-27,133
271,41,2021-12-12,2021-12-13,133
272,39,2021-12-28,2021-12-30,134
273,60,2021-12-23,2021-12-30,134
274,11,2021-12-10,2021-12-10,135
275,20,2021-12-16,2021-12-29,135
276,39,2021-07-11,2021-08-22,136
277,83,2021-11-26,2021-12-20,137
278,44,2021-12-15,2021-12-18,137
279,74,2021-07-26,2021-07-30,138
280,61,2021-06-30,2021-08-11,138
281,29,2021-08-23,2021-11-29,139
282,32,2021-09-25,2021-12-08,139
283,76,2021-11-20,2021-12-04,140
284,39,2021-10-19,2021-11-16,140
285,45,2021-12-01,2021-12-27,141
286,29,2021-09-12,2021-12-15,141
287,28,2021-07-09,2021-12-13,141
288,50,2021-11-06,2021-11-13,142
289,39,2021-09-14,2021-12-15,143
290,89,2021-08-29,2021-10-28,143
291,26,2021-06-07,2021-12-22,144
292,46,2021-07-11,2021-08-25,144
293,68,2021-08-11,2021-12-07,145
294,84,2021-10-15,2021-11-16,145
295,85,2021-01-05,2021-11-21,146
296,31,2021-10-27,2021-12-11,147
297,56,2021-10-29,2021-11-30,147
298,84,2021-11-24,2021-12-14,148
299,64,2021-08-14,2021-08-21,149
300,31,2021-11-27,2021-12-02,149
301,69,2021-11-30,2021-12-06,149
302,77,2021-10-03,2021-10-30,150
303,31,2021-07-22,2021-09-26,150
304,56,2021-10-19,2021-12-23,150
305,68,2021-09-04,2021-12-01,151
306,40,2021-08-28,2021-10-12,151
307,85,2021-06-05,2021-12-17,151
308,29,2021-07-14,2021-12-07,152
309,20,2021-08-08,2021-09-06,152
310,70,2021-11-11,2021-12-03,152
311,90,2021-12-21,2021-12-30,153
312,54,2021-08-08,2021-10-25,153
313,80,2021-09-06,2021-12-25,153
314,42,2021-10-08,2021-12-08,154
315,81,2021-11-09,2021-11-13,154
316,83,2021-05-11,2021-06-19,155
317,40,2021-10-23,2021-11-29,155
318,38,2021-04-05,2021-08-28,155
319,58,2021-03-24,2021-12-26,156
320,48,2021-09-11,2021-11-16,156
321,14,2021-09-25,2021-12-11,157
322,83,2021-08-27,2021-11-24,157
323,48,2021-11-30,2021-12-29,157
324,89,2021-07-01,2021-11-04,158
325,19,2021-07-17,2021-10-29,159
326,62,2021-04-24,2021-05-27,160
327,26,2021-06-25,2021-12-01,161
328,63,2021-12-20,2021-12-21,161
329,21,2021-09-15,2021-11-08,162
330,61,2021-09-17,2021-10-21,162
331,53,2021-08-29,2021-12-12,163
332,26,2021-11-27,2021-12-23,163
333,36,2021-04-02,2021-06-11,164
334,72,2021-05-11,2021-05-25,164
335,78,2021-11-20,2021-12-30,165
336,15,2021-09-09,2021-10-26,165
337,30,2021-03-08,2021-10-10,166
338,38,2021-08-31,2021-10-04,166
339,80,2021-11-19,2021-12-20,167
340,32,2021-06-20,2021-11-27,167
341,28,2021-10-15,2021-12-07,168
342,56,2021-07-17,2021-12-20,169
343,27,2021-12-30,2021-12-30,169
344,70,2021-04-06,2021-07-24,169
345,55,2021-07-13,2021-09-19,170
346,74,2021-07-17,2021-08-18,171
347,79,2021-10-03,2021-12-17,172
348,81,2021-08-11,2021-11-29,172
349,36,2021-02-17,2021-12-11,172
350,50,2021-08-09,2021-10-01,173
351,35,2021-12-08,2021-12-26,173
352,64,2021-10-22,2021-12-03,174
353,11,2021-11-20,2021-12-24,174
354,34,2021-10-21,2021-11-25,174
355,60,2021-11-11,2021-12-19,175
356,37,2021-05-30,2021-06-28,175
357,22,2021-05-08,2021-12-14,175
358,80,2021-10-30,2021-11-14,176
359,36,2021-10-01,2021-10-23,177
360,49,2021-11-11,2021-11-29,177
361,65,2021-07-02,2021-12-01,178
362,34,2021-08-27,2021-09-06,178
363,57,2021-12-19,2021-12-24,179
364,53,2021-04-28,2021-11-05,179
365,57,2021-11-21,2021-12-26,179
366,61,2021-12-05,2021-12-21,180
367,13,2021-06-20,2021-06-29,180
368,29,2021-07-26,2021-09-29,180
369,72,2021-10-16,2021-11-05,181
370,73,2021-12-07,2021-12-09,182
371,33,2021-08-25,2021-11-10,182
372,68,2021-10-07,2021-11-30,183
373,54,2021-10-25,2021-12-20,184
374,32,2021-10-21,2021-11-20,184
375,83,2021-12-09,2021-12-20,184
376,25,2021-12-10,2021-12-24,185
377,50,2021-11-06,2021-11-12,185
378,59,2021-11-13,2021-12-25,186
379,15,2021-06-27,2021-08-14,186
380,72,2021-10-09,2021-10-13,187
381,49,2021-11-29,2021-12-24,187
382,14,2021-11-20,2021-12-17,187
383,47,2021-10-21,2021-10-28,188
384,45,2021-12-05,2021-12-30,189
385,19,2021-12-16,2021-12-18,189
386,63,2021-09-27,2021-10-07,190
387,52,2021-05-30,2021-07-06,190
388,73,2021-12-27,2021-12-27,190
389,68,2021-10-13,2021-12-12,191
390,66,2021-12-25,2021-12-26,191
391,36,2021-08-19,2021-09-08,192
392,64,2021-12-09,2021-12-30,192
393,17,2021-09-29,2021-11-02,192
394,48,2021-12-30,2021-12-30,193
395,42,2021-11-25,2021-11-29,193
396,85,2021-11-23,2021-12-17,193
397,45,2021-07-19,2021-07-24,194
398,11,2021-10-15,2021-11-12,195
399,81,2021-12-15,2021-12-22,195
400,37,2021-08-14,2021-11-11,195
401,20,2021-12-08,2021-12-29,196
402,52,2021-08-02,2021-10-02,196
403,18,2021-04-20,2021-11-22,196
404,88,2021-10-23,2021-12-14,197
405,11,2021-07-25,2021-08-09,197
406,61,2021-10-10,2021-10-13,197
407,25,2021-05-22,2021-12-29,198
408,33,2021-11-17,2021-12-24,198
409,39,2021-11-27,2021-12-13,199
410,32,2021-12-23,2021-12-25,200
411,57,2021-10-20,2021-11-04,200
412,85,2021-07-16,2021-12-08,1
413,13,2021-11-10,2021-12-20,1
414,61,2021-09-11,2021-09-17,1
415,84,2021-11-30,2021-12-29,2
416,19,2021-11-06,2021-12-06,3
417,29,2021-07-14,2021-12-20,3
418,55,2021-10-29,2021-11-27,4
419,46,2021-03-21,2021-05-24,4
420,20,2021-09-20,2021-12-26,5
421,46,2021-12-21,2021-12-24,5
422,28,2021-07-23,2021-09-14,6
423,59,2021-07-05,2021-08-21,6
424,62,2021-11-07,2021-11-24,6
425,19,2021-10-09,2021-11-05,7
426,79,2021-09-05,2021-11-21,8
427,19,2021-10-09,2021-10-25,8
428,10,2021-07-26,2021-10-08,8
429,33,2021-12-02,2021-12-26,9
430,62,2021-12-11,2021-12-14,9
431,89,2021-05-07,2021-12-04,10
432,76,2021-08-17,2021-08-19,11
433,15,2021-05-08,2021-07-12,11
434,90,2021-11-03,2021-11-24,12
435,82,2021-07-25,2021-08-12,13
436,73,2021-12-11,2021-12-14,13
437,27,2021-01-30,2021-10-27,13
438,78,2021-03-22,2021-08-16,14
439,11,2021-02-12,2021-11-10,14
440,33,2021-06-22,2021-12-04,14
441,52,2021-04-26,2021-06-25,15
442,83,2021-05-07,2021-10-01,16
443,52,2021-02-07,2021-05-09,16
444,83,2021-08-02,2021-11-15,17
445,73,2021-12-04,2021-12-23,17
446,19,2021-12-08,2021-12-08,18
447,69,2021-11-22,2021-11-24,19
448,50,2021-11-03,2021-11-16,19
449,32,2020-12-26,2021-09-13,20
450,57,2021-11-01,2021-12-22,21
451,69,2021-11-11,2021-12-11,21
452,20,2021-11-17,2021-11-21,21
453,57,2021-11-16,2021-12-05,22
454,89,2021-10-13,2021-11-01,23
455,44,2021-10-23,2021-11-01,24
456,88,2021-07-06,2021-09-03,25
457,43,2021-11-29,2021-12-23,26
458,22,2021-12-27,2021-12-30,26
459,71,2021-09-17,2021-11-21,26
460,77,2021-10-07,2021-12-12,27
461,73,2021-11-27,2021-12-25,27
462,52,2021-11-29,2021-12-14,28
463,43,2021-11-15,2021-12-30,28
464,38,2021-06-27,2021-08-13,29
465,49,2021-12-21,2021-12-23,30
466,42,2021-10-14,2021-12-07,30
467,22,2021-11-01,2021-11-02,31
468,88,2021-05-09,2021-08-14,31
469,50,2021-12-08,2021-12-19,31
470,67,2021-12-09,2021-12-27,32
471,18,2021-12-11,2021-12-29,33
472,24,2021-10-20,2021-10-24,34
473,66,2021-09-21,2021-11-08,35
474,36,2021-10-26,2021-12-01,35
475,47,2021-12-25,2021-12-26,35
476,75,2021-06-19,2021-07-03,36
477,17,2021-12-18,2021-12-30,37
478,16,2021-11-10,2021-11-21,37
479,85,2021-12-09,2021-12-10,37
480,36,2021-08-26,2021-09-18,38
481,66,2021-09-22,2021-12-21,38
482,83,2021-11-22,2021-12-15,39
483,65,2021-12-15,2021-12-16,40
484,65,2021-11-02,2021-12-22,40
485,44,2021-08-11,2021-08-27,40
486,53,2021-12-26,2021-12-26,41
487,23,2021-08-28,2021-12-18,42
488,53,2021-10-01,2021-11-30,42
489,53,2021-10-31,2021-12-18,43
490,46,2021-12-16,2021-12-26,43
491,86,2021-03-06,2021-03-18,43
492,44,2021-10-23,2021-11-17,44
493,87,2021-12-22,2021-12-28,44
494,87,2021-11-02,2021-12-03,44
495,33,2021-12-22,2021-12-23,45
496,55,2021-10-15,2021-11-09,45
497,10,2021-07-03,2021-07-06,46
498,11,2021-08-31,2021-10-27,46
499,36,2021-11-07,2021-12-07,47
500,55,2021-12-04,2021-12-15,47
501,17,2021-10-27,2021-11-05,47
502,20,2021-12-21,2021-12-26,48
503,85,2021-08-15,2021-11-26,48
504,88,2021-12-21,2021-12-23,49
505,54,2021-09-12,2021-12-27,49
506,34,2021-12-17,2021-12-20,50
507,30,2021-07-24,2021-09-12,51
508,39,2021-12-20,2021-12-28,52
509,41,2021-09-13,2021-10-02,52
510,83,2021-10-16,2021-10-26,53
511,88,2021-04-19,2021-12-12,53
512,29,2021-12-21,2021-12-29,53
513,38,2021-11-09,2021-11-22,54
514,55,2021-11-19,2021-12-04,54
515,46,2021-06-07,2021-07-02,54
516,89,2021-03-11,2021-10-08,55
517,56,2021-08-01,2021-10-03,56
518,15,2021-09-08,2021-12-20,56
519,17,2021-05-24,2021-07-15,56
520,87,2021-09-29,2021-09-29,57
521,89,2021-06-28,2021-12-21,57
522,83,2021-08-16,2021-09-30,58
523,59,2021-12-08,2021-12-18,59
524,44,2021-08-17,2021-12-03,59
525,58,2021-04-20,2021-05-11,59
526,84,2021-08-03,2021-10-30,60
527,53,2021-08-29,2021-09-06,60
528,40,2021-09-24,2021-11-29,60
529,18,2021-12-02,2021-12-17,61
530,64,2021-10-06,2021-11-22,61
531,59,2021-06-26,2021-10-29,61
532,49,2021-11-20,2021-12-26,62
533,55,2021-12-20,2021-12-21,62
534,67,2021-09-06,2021-09-19,63
535,24,2021-10-24,2021-12-09,63
536,48,2021-07-06,2021-11-18,64
537,23,2021-10-16,2021-11-27,64
538,29,2021-07-18,2021-08-28,65
539,17,2021-12-11,2021-12-26,65
540,44,2021-10-01,2021-10-02,65
541,80,2021-10-25,2021-12-03,66
542,87,2021-10-20,2021-11-24,66
543,73,2021-07-06,2021-11-20,66
544,82,2021-12-09,2021-12-17,67
545,31,2021-04-09,2021-07-25,67
546,52,2021-06-01,2021-11-01,67
547,83,2021-12-14,2021-12-18,68
548,51,2021-12-17,2021-12-27,68
549,30,2021-09-30,2021-10-17,69
550,89,2021-08-08,2021-12-05,69
551,51,2021-12-06,2021-12-17,70
552,62,2021-12-04,2021-12-17,70
553,31,2021-11-27,2021-12-24,71
554,57,2021-08-23,2021-10-06,72
555,40,2021-07-22,2021-09-08,72
556,82,2021-08-23,2021-12-01,73
557,75,2021-12-21,2021-12-29,73
558,77,2021-08-02,2021-08-20,74
559,47,2021-09-22,2021-12-23,75
560,76,2021-12-15,2021-12-18,75
561,51,2021-09-28,2021-10-07,76
562,74,2021-12-05,2021-12-21,76
563,28,2021-09-08,2021-09-17,76
564,48,2021-05-22,2021-12-06,77
565,26,2021-12-28,2021-12-29,77
566,68,2021-11-17,2021-11-19,77
567,62,2021-11-16,2021-12-12,78
568,24,2021-11-07,2021-11-10,78
569,20,2021-07-29,2021-10-30,79
570,14,2021-11-26,2021-12-05,80
571,10,2021-10-27,2021-12-11,81
572,30,2021-07-24,2021-11-30,82
573,46,2021-08-22,2021-12-22,83
574,37,2021-10-19,2021-11-24,84
575,48,2021-06-29,2021-07-29,84
576,85,2021-10-09,2021-10-28,84
577,16,2021-11-09,2021-11-24,85
578,24,2021-09-25,2021-12-20,85
579,47,2021-10-09,2021-12-27,86
580,69,2021-10-25,2021-12-22,86
581,89,2021-12-16,2021-12-27,86
582,71,2021-10-13,2021-12-13,87
583,57,2021-09-17,2021-12-07,87
584,86,2021-10-19,2021-11-26,88
585,74,2021-10-22,2021-11-05,88
586,50,2021-10-30,2021-11-09,88
587,17,2021-05-16,2021-08-31,89
588,79,2021-08-28,2021-12-18,89
589,78,2021-02-16,2021-06-05,89
590,22,2021-11-07,2021-12-03,90
591,85,2021-10-03,2021-11-02,90
592,27,2021-06-25,2021-10-19,91
593,18,2021-12-18,2021-12-28,92
594,29,2021-03-11,2021-11-15,93
595,68,2021-10-13,2021-12-02,94
596,10,2021-12-20,2021-12-22,94
597,51,2021-11-08,2021-11-08,94
598,71,2021-11-07,2021-11-19,95
599,30,2021-09-29,2021-10-12,95
600,60,2021-10-24,2021-12-10,95
601,14,2021-09-03,2021-12-13,96
602,16,2021-10-14,2021-12-01,96
603,77,2021-12-30,2021-12-30,97
604,15,2021-12-05,2021-12-24,97
605,68,2021-10-20,2021-12-27,97
606,83,2021-11-13,2021-12-10,98
607,11,2021-11-12,2021-12-09,98
608,69,2021-12-22,2021-12-29,99
609,28,2021-12-10,2021-12-14,99
610,25,2021-11-19,2021-12-29,100
611,62,2021-11-15,2021-12-18,101
612,44,2021-11-09,2021-12-07,101
613,88,2021-12-03,2021-12-03,101
614,48,2021-12-23,2021-12-27,102
615,38,2021-08-07,2021-10-21,102
616,58,2021-12-20,2021-12-20,103
617,77,2021-06-22,2021-08-18,103
618,62,2021-06-30,2021-10-30,104
619,48,2021-06-12,2021-10-15,104
620,34,2021-11-16,2021-12-15,104
621,83,2021-11-10,2021-12-12,105
622,65,2021-07-28,2021-08-17,106
623,90,2021-07-29,2021-08-11,106
624,24,2021-10-19,2021-12-18,107
625,44,2021-11-30,2021-12-25,108
626,19,2021-11-22,2021-12-24,108
627,10,2021-06-27,2021-12-09,108
628,88,2021-04-04,2021-07-28,109
629,74,2021-12-15,2021-12-26,110
630,41,2021-08-17,2021-08-19,110
631,25,2021-12-04,2021-12-06,111
632,67,2021-12-25,2021-12-26,111
633,31,2021-12-12,2021-12-30,111
634,77,2021-10-24,2021-11-27,112
635,35,2021-11-10,2021-12-20,112
636,11,2021-09-08,2021-10-30,113
637,77,2021-07-25,2021-08-25,114
638,57,2021-09-28,2021-12-24,114
639,26,2021-12-19,2021-12-29,115
640,24,2021-12-03,2021-12-22,115
641,27,2021-11-24,2021-12-09,115
642,67,2021-12-16,2021-12-19,116
643,36,2021-11-14,2021-12-30,116
644,55,2021-10-22,2021-11-23,116
645,77,2021-12-23,2021-12-26,117
646,41,2021-08-29,2021-10-07,117
647,40,2021-12-15,2021-12-28,117
648,79,2021-10-20,2021-12-14,118
649,82,2021-06-28,2021-07-29,118
650,81,2021-08-23,2021-10-26,118
651,49,2021-11-12,2021-12-12,119
652,76,2021-09-23,2021-10-01,119
653,49,2021-12-17,2021-12-26,119
654,67,2021-06-29,2021-11-23,120
655,74,2021-05-10,2021-09-08,120
656,71,2021-08-03,2021-09-01,120
657,85,2021-08-08,2021-09-26,121
658,49,2021-11-13,2021-11-23,122
659,23,2021-11-16,2021-12-22,122
660,63,2021-04-09,2021-04-11,123
661,49,2021-02-19,2021-12-25,123
662,49,2021-10-18,2021-12-02,123
663,82,2021-12-05,2021-12-13,124
664,80,2021-12-16,2021-12-23,124
665,21,2021-12-06,2021-12-20,124
666,26,2021-03-03,2021-09-18,125
667,57,2021-08-26,2021-10-26,126
668,18,2021-12-03,2021-12-18,126
669,68,2021-08-25,2021-10-20,126
670,14,2021-02-10,2021-02-24,127
671,46,2021-07-11,2021-08-25,127
672,45,2021-05-15,2021-07-15,127
673,82,2021-11-03,2021-12-30,128
674,89,2021-08-27,2021-11-03,128
675,20,2021-10-22,2021-11-20,128
676,64,2021-11-17,2021-12-23,129
677,59,2021-12-24,2021-12-27,130
678,48,2021-07-19,2021-12-18,131
679,64,2021-08-25,2021-10-30,132
680,63,2021-06-11,2021-06-13,133
681,49,2021-10-07,2021-10-28,133
682,35,2021-09-29,2021-10-22,133
683,75,2021-07-17,2021-07-30,134
684,64,2021-08-22,2021-09-30,134
685,24,2021-11-22,2021-11-30,135
686,38,2021-12-13,2021-12-24,136
687,42,2021-11-07,2021-11-14,136
688,28,2021-08-10,2021-09-13,137
689,14,2021-12-14,2021-12-26,137
690,47,2021-11-26,2021-12-19,137
691,35,2021-07-30,2021-10-02,138
692,82,2021-10-16,2021-12-15,138
693,24,2021-05-09,2021-09-05,138
694,88,2021-08-16,2021-10-30,139
695,36,2021-12-18,2021-12-22,139
696,84,2021-09-18,2021-10-11,140
697,67,2021-06-21,2021-11-06,140
698,19,2021-12-12,2021-12-27,140
699,31,2020-12-16,2021-09-28,141
700,35,2021-11-18,2021-11-27,141
