177,5,98
94,2,98
23,10,98
42,6,98
55,10,99
53,10,99
170,9,99
3,10,99
172,10,100
43,5,100
185,10,101
109,2,101
58,8,102
90,1,102
176,2,103
22,10,103
22,9,103
175,8,103
116,3,104
171,9,104
166,7,104
20,9,105
82,7,105
168,6,105
87,9,105
93,1,106
128,9,106
173,10,106
181,4,107
121,1,107
54,1,107
36,10,108
20,4,109
165,10,109
54,4,109
131,10,109
144,8,109
96,6,110
19,7,110
166,1,110
55,2,111
75,2,111
169,7,112
63,3,112
144,4,112
60,2,113
26,2,113
32,3,113
98,4,113
29,5,113
88,10,114
118,2,114
61,6,114
118,9,114
14,1,114
87,6,115
44,10,115
166,4,116
139,5,116
14,5,116
161,2,116
4,7,116
82,3,117
109,9,117
85,5,117
182,2,118
159,5,118
104,8,118
191,10,118
196,7,119
81,6,120
53,8,120
35,6,120
82,7,121
32,10,121
74,8,121
172,10,121
66,10,121
159,2,122
104,1,123
31,7,123
24,3,123
124,8,123
41,4,123
121,3,124
153,9,124
124,1,124
146,10,125
35,3,125
101,4,125
38,9,126
86,10,126
37,5,127
87,5,127
21,6,128
130,1,128
23,1,129
126,2,129
129,6,130
141,4,130
132,5,131
99,2,131
130,5,132
135,10,132
140,6,132
119,2,132
151,1,132
22,4,133
5,2,133
86,3,133
111,4,134
187,4,134
76,5,134
61,5,134
172,7,134
187,8,135
27,3,135
22,3,136
85,7,136
94,3,136
118,4,136
92,2,136
11,6,137
123,7,137
20,6,138
152,9,138
31,1,138
42,2,138
111,3,139
196,3,139
88,1,140
190,10,140
115,3,140
88,2,141
63,6,142
74,8,142
120,1,142
181,2,142
131,5,142
98,2,143
96,5,144
26,4,144
3,1,145
35,2,145
59,5,145
108,9,145
109,5,145
108,3,146
15,5,146
33,5,146
19,10,147
77,9,148
181,10,149
21,7,150
42,1,150
84,5,150
181,2,151
194,1,151
11,10,151
115,3,152
67,4,152
159,1,153
18,6,153
43,7,153
70,3,153
96,6,153
128,4,154
46,6,154
20,1,154
31,5,155
20,5,155
26,10,155
118,3,156
103,5,156
138,6,156
116,8,157
144,5,157
32,4,157
5,2,158
140,3,158
45,2,159
100,9,160
146,4,160
107,2,160
32,3,160
106,8,161
187,4,161
134,8,161
114,10,162
195,6,162
113,1,162
9,4,162
73,10,162
176,8,163
18,2,163
31,8,164
68,6,164
166,2,164
44,1,164
56,6,164
93,7,165
105,8,165
17,3,165
93,8,165
46,9,165
188,4,166
160,8,166
187,4,166
110,2,166
17,6,166
171,1,167
36,10,168
38,2,168
179,6,169
87,9,169
126,2,169
56,1,169
156,6,170
81,2,170
78,4,170
151,9,170
6,7,170
18,8,171
1,5,171
167,2,171
65,7,171
74,6,171
66,3,172
145,1,172
85,10,172
186,9,172
51,7,172
45,7,173
37,4,173
111,2,173
111,1,173
68,3,173
150,1,174
29,3,175
135,10,175
179,1,175
184,5,175
164,4,176
78,4,176
143,3,176
56,2,177
109,3,178
104,5,178
101,1,178
45,1,178
139,7,179
155,10,179
84,5,179
135,4,180
91,2,180
149,3,180
65,3,180
100,1,180
8,9,181
92,7,181
65,1,181
91,8,181
137,3,182
110,3,182
120,1,182
176,6,182
194,5,182
59,3,183
132,8,183
97,3,183
157,2,183
10,9,184
154,9,184
141,1,184
149,8,184
126,7,184
136,4,185
39,4,185
117,2,185
76,5,185
185,4,185
160,1,186
161,2,186
166,10,187
117,10,187
32,7,187
20,1,187
194,1,188
118,5,188
71,8,189
150,8,189
194,8,189
29,3,189
67,5,189
117,7,190
31,5,190
46,1,191
122,4,191
60,7,191
97,3,192
103,1,192
107,5,192
114,9,193
163,5,193
193,8,194
184,9,194
93,8,194
2,5,195
117,10,195
169,7,195
23,6,196
18,3,196
100,2,196
180,2,196
73,4,197
144,2,197
5,9,197
80,10,197
91,7,197
5,1,198
37,3,198
191,6,199
147,6,199
107,8,199
37,10,199
77,5,199
164,7,200
134,6,200
32,5,200
97,10,201
131,10,201
173,2,201
173,3,201
90,4,202
112,10,202
48,8,203
58,10,203
16,6,203
102,8,203
121,3,204
170,8,205
107,10,205
41,5,206
189,1,206
152,9,206
127,4,206
95,2,207
30,5,207
177,2,207
40,1,207
150,1,207
128,2,208
129,7,208
191,7,209
17,2,209
87,1,209
24,7,209
38,7,210
160,3,211
49,7,211
111,6,211
180,4,211
194,8,212
155,8,213
96,3,213
184,9,213
76,6,213
34,4,214
160,6,214
169,4,214
121,3,215
161,3,215
138,10,215
62,7,215
149,7,215
177,7,216
118,8,217
185,5,218
35,3,218
103,1,218
9,1,219
126,7,219
53,1,219
37,2,219
101,1,219
74,9,220
27,1,220
188,4,220
101,5,221
119,7,221
116,5,221
13,1,221
159,4,222
10,10,222
54,5,222
147,4,223
59,8,223
35,8,223
118,10,223
17,7,223
111,7,224
182,3,224
69,3,224
123,5,224
165,5,224
175,10,225
163,3,225
84,9,225
73,1,226
33,1,226
56,8,226
115,7,227
62,9,227
178,8,227
45,2,227
193,7,227
75,8,228
114,8,229
139,4,230
125,5,230
170,6,230
60,5,230
30,7,231
23,3,231
171,4,231
63,4,232
16,2,232
178,9,232
93,8,233
44,2,233
152,6,234
32,4,234
195,2,234
131,5,235
50,1,235
86,3,235
147,10,235
87,4,235
74,1,236
14,6,236
78,5,236
69,2,236
129,4,236
147,6,237
147,7,238
108,9,238
169,9,238
88,9,238
55,8,238
184,4,239
42,2,240
15,1,240
116,6,241
32,6,242
194,7,243
78,7,244
72,8,244
151,5,244
75,7,244
60,6,245
56,4,245
120,4,245
54,9,245
95,9,246
16,2,246
149,6,246
30,7,246
42,5,247
96,8,247
143,4,248
111,6,248
89,1,249
43,1,249
83,6,249
27,6,250
192,4,250
133,1,250
63,1,250
102,7,251
65,7,252
30,7,252
99,1,253
14,2,253
80,8,253
193,1,254
7,2,254
185,10,254
12,4,254
119,2,254
111,8,255
174,5,256
128,5,256
95,8,256
52,6,256
95,5,256
141,1,257
66,2,257
175,7,257
143,10,257
106,5,258
188,9,258
71,7,258
68,6,258
117,4,259
156,3,259
173,4,259
111,10,259
7,5,260
44,5,260
26,7,260
93,3,261
8,3,261
34,1,261
63,3,261
115,9,262
18,5,262
162,1,262
36,3,262
131,2,262
74,10,263
185,2,263
197,3,264
144,1,264
5,5,264
91,5,264
40,1,264
62,3,265
75,3,265
25,5,265
63,2,265
15,1,265
158,5,266
91,10,266
153,10,266
47,3,266
102,4,266
14,5,267
134,2,267
167,7,267
56,10,268
2,3,268
129,6,268
45,2,269
0,1,269
84,2,269
164,10,269
143,6,270
164,5,270
146,1,270
25,7,270
116,4,270
7,7,271
85,5,271
34,5,271
111,9,271
152,6,272
71,9,273
77,2,274
191,2,275
196,10,275
197,7,276
84,10,277
72,2,277
4,4,277
100,1,278
87,3,278
104,8,278
155,3,278
76,5,278
76,9,279
148,7,279
94,8,279
44,3,279
30,7,280
92,9,281
146,2,281
12,9,281
197,6,281
70,5,281
37,9,282
155,10,282
122,4,282
109,1,283
119,7,283
126,10,283
130,6,283
85,3,284
39,5,285
103,6,286
4,8,286
197,2,286
169,7,287
155,7,287
195,8,287
56,1,287
143,8,287
165,10,288
98,4,288
38,2,289
148,10,289
28,8,289
54,4,290
176,4,291
156,1,291
195,6,291
192,7,291
37,6,291
12,4,292
176,2,292
36,8,292
147,9,293
141,8,294
2,4,294
30,10,295
174,7,295
182,9,295
63,2,295
40,3,296
111,2,296
114,4,296
3,4,296
56,9,297
70,6,297
122,10,297
55,2,297
136,6,298
135,6,298
121,7,298
98,7,298
43,6,298
194,5,299
72,10,299
148,8,300
116,10,300
23,1,300
118,10,300
192,10,301
100,1,301
192,1,301
68,10,301
3,3,301
145,2,302
111,2,302
174,2,302
91,1,302
145,8,303
37,7,303
113,10,303
93,9,303
142,7,304
122,4,304
157,2,304
0,2,304
38,3,304
9,7,305
123,8,305
15,6,305
92,4,305
114,6,306
41,3,306
196,9,307
182,10,307
4,10,307
27,6,307
107,7,307
143,10,308
116,5,308
125,1,308
192,3,308
15,10,309
19,5,309
1,7,309
87,1,309
116,9,310
22,3,310
185,3,310
13,6,310
154,4,310
78,6,311
4,4,311
70,4,311
55,6,311
187,7,312
90,8,312
5,7,312
118,4,313
97,4,313
27,6,314
113,1,314
185,7,314
123,2,314
27,6,315
181,4,316
62,9,316
58,2,317
170,7,317
13,4,317
170,1,317
163,10,318
102,5,318
169,7,318
42,4,319
11,7,319
184,4,319
169,7,319
119,8,320
156,7,320
192,1,321
133,4,322
184,10,322
57,8,322
31,1,323
176,1,323
6,7,323
75,10,324
6,6,324
80,7,324
123,10,325
108,10,325
118,2,325
197,6,325
102,4,326
23,7,327
133,3,327
116,9,327
194,7,328
2,6,328
195,4,329
4,1,330
148,8,331
160,4,332
107,5,332
71,2,333
16,4,333
115,2,333
31,9,334
9,6,334
17,2,334
64,7,334
101,9,335
69,5,335
187,9,335
95,3,335
39,9,335
123,10,336
104,9,336
145,1,336
59,6,336
135,6,336
54,7,337
43,3,337
18,3,337
195,8,337
96,8,337
41,1,338
104,9,338
194,4,338
180,1,339
168,3,339
124,3,339
107,8,339
174,4,340
1,3,341
82,6,341
126,4,342
77,2,342
159,6,343
156,2,343
107,8,343
22,4,343
173,4,344
24,6,344
79,8,345
76,3,345
89,4,345
100,7,345
157,10,346
156,1,346
55,6,347
32,8,347
29,6,347
26,2,347
34,3,348
160,7,349
176,9,349
105,6,349
145,3,350
51,5,350
53,4,350
180,6,350
153,10,350
34,9,351
26,8,351
17,5,351
168,1,351
125,5,352
34,4,352
46,2,352
155,1,352
183,10,352
187,6,353
115,3,353
157,2,353
77,6,354
182,3,355
162,5,355
188,4,355
110,9,355
31,1,355
197,10,356
13,9,356
69,4,356
147,6,356
29,9,357
143,4,357
101,8,357
104,8,357
162,4,357
112,1,358
1,7,358
35,9,358
177,9,358
79,9,359
100,8,359
195,6,360
137,6,361
195,4,361
94,4,362
146,6,362
164,1,363
155,8,363
2,1,363
81,8,364
31,1,364
17,7,364
75,1,364
157,6,364
169,9,365
162,5,365
121,5,365
61,7,366
25,8,366
98,2,366
4,3,366
73,3,366
100,4,367
185,3,367
5,9,367
181,1,367
28,9,368
163,10,368
134,5,368
110,3,369
14,9,369
187,10,369
172,2,369
69,2,370
10,2,370
47,5,370
118,6,370
193,4,371
173,7,372
173,6,372
121,2,372
70,3,372
178,6,372
2,9,373
160,4,373
190,10,374
13,4,374
97,8,375
162,6,375
1,4,376
93,8,376
176,2,376
179,3,376
193,10,377
96,10,377
158,10,378
191,2,378
7,7,378
115,3,379
29,7,379
145,1,379
35,2,379
8,8,380
64,5,381
5,3,381
20,7,381
98,9,381
195,6,382
36,10,382
56,10,382
45,3,382
86,5,383
65,5,383
42,5,384
81,4,384
188,8,385
49,4,385
120,4,385
90,2,386
125,3,387
1,9,387
80,6,388
144,6,388
135,5,389
109,3,390
50,1,390
127,5,391
155,8,392
36,7,393
184,6,393
31,9,394
103,10,394
100,4,394
141,3,395
24,8,395
188,4,396
97,5,396
168,2,396
108,5,396
80,3,396
93,10,397
170,7,397
113,4,397
50,7,398
11,10,398
173,10,398
143,8,399
142,2,399
171,2,399
9,1,399
111,1,399
24,5,400
75,8,401
9,6,401
153,4,401
37,3,401
14,9,402
18,8,403
58,8,403
60,8,403
65,1,403
13,9,404
130,10,404
166,7,404
43,9,405
27,5,405
20,4,405
5,2,405
164,4,405
137,7,406
178,9,406
82,4,407
122,4,407
187,6,407
114,2,407
108,1,408
36,5,408
182,5,408
98,9,408
66,8,409
39,10,409
184,6,409
185,1,410
136,5,410
9,10,410
166,8,410
145,2,410
95,6,411
67,5,412
67,6,412
188,8,412
179,5,413
169,6,413
156,9,413
155,5,414
4,2,414
102,9,414
190,7,415
35,8,415
3,1,416
6,2,416
160,5,416
94,3,417
72,2,417
171,8,417
59,10,418
197,3,418
137,9,418
182,2,418
190,3,418
181,10,419
152,3,420
101,4,420
59,10,420
170,10,421
153,5,421
22,6,421
139,10,421
76,4,422
185,1,422
47,1,422
54,8,422
7,1,423
98,6,423
193,1,424
35,2,424
186,8,425
95,4,425
25,8,425
152,5,425
123,6,426
136,10,426
1,4,426
197,5,426
177,3,426
37,10,427
73,3,427
194,7,427
89,5,428
109,10,429
183,6,429
88,1,430
72,2,430
78,10,430
36,9,430
91,8,431
40,9,431
99,2,431
120,10,431
176,5,432
84,8,433
40,10,434
139,9,434
18,4,434
102,4,434
124,2,434
90,4,435
9,2,435
83,3,436
173,4,437
89,7,438
63,10,439
78,1,439
4,8,439
124,4,439
188,6,440
123,7,440
141,3,441
20,5,441
5,1,441
180,6,441
146,2,442
109,8,442
137,5,442
23,3,443
70,6,443
81,7,444
189,6,445
67,8,445
174,1,445
113,6,445
153,5,446
87,8,446
119,1,446
96,5,446
154,3,446
139,10,447
114,6,447
21,2,448
138,4,449
173,5,449
133,9,449
69,9,449
65,9,450
154,6,450
35,3,450
164,9,451
83,10,451
190,2,452
153,4,452
141,2,452
77,8,453
77,2,453
153,10,453
66,3,454
147,5,455
112,8,455
149,1,455
8,7,456
116,8,456
8,8,457
144,1,457
35,2,457
187,2,457
45,10,457
37,9,458
74,2,459
109,4,459
83,5,459
59,9,460
118,6,460
63,8,460
107,3,460
98,7,461
94,8,461
8,10,462
172,6,462
178,1,463
85,7,463
152,7,463
22,5,463
176,3,464
186,8,464
185,9,464
116,8,465
115,5,465
120,4,465
170,9,466
15,9,467
9,9,467
59,3,467
10,4,467
0,4,468
25,3,468
189,9,469
20,8,469
41,10,469
20,8,469
106,5,469
6,5,470
186,5,470
93,2,470
145,9,470
185,3,470
65,2,471
124,8,471
2,6,472
185,5,472
148,8,472
102,10,473
16,3,473
87,1,474
49,2,475
74,5,475
64,1,475
19,1,476
185,3,477
132,1,477
75,10,477
161,9,477
183,5,478
122,7,478
94,5,479
108,6,479
1,1,479
117,7,480
29,8,480
186,3,480
30,7,480
34,8,480
173,10,481
184,9,481
73,1,482
160,2,482
84,10,482
30,9,482
113,9,482
122,3,483
113,10,484
91,5,484
55,10,484
50,5,485
113,3,485
191,3,485
14,4,485
80,8,486
114,1,486
27,2,487
74,10,487
69,10,487
94,3,487
181,10,487
191,2,488
114,1,488
104,8,488
196,1,488
114,3,488
143,4,489
177,6,489
32,4,489
181,8,489
155,1,489
77,10,490
36,9,490
152,4,490
169,10,490
101,3,490
74,2,491
4,5,491
161,5,491
6,2,492
108,10,492
124,4,492
178,4,492
96,4,492
157,9,493
84,2,493
52,7,493
134,6,493
90,1,493
187,9,494
156,9,494
92,9,494
116,8,495
188,7,496
138,1,497
18,1,498
22,6,498
169,10,498
38,10,498
101,3,498
97,1,499
126,4,500
143,4,500
0,3,500
193,6,501
17,4,501
143,2,501
171,1,501
183,1,501
185,8,502
76,2,502
49,4,502
146,4,503
62,6,503
83,4,503
66,8,503
88,6,503
150,9,504
31,5,504
6,5,504
15,3,504
120,7,504
73,5,505
68,2,505
184,1,506
2,4,506
147,9,507
183,2,507
107,2,507
159,7,508
56,2,509
83,2,509
118,9,509
125,4,510
8,8,511
12,6,511
82,7,511
160,9,511
46,1,511
174,6,512
37,4,512
5,3,512
96,4,512
50,4,512
188,9,513
83,6,513
59,9,514
165,3,514
144,7,514
54,3,514
49,5,514
27,9,515
143,4,515
78,2,516
79,4,516
16,7,517
51,9,517
141,6,517
179,9,517
194,6,518
27,7,518
20,6,518
83,2,518
187,9,518
121,6,519
95,6,519
51,2,519
119,8,519
7,4,520
160,6,520
153,1,520
148,4,520
19,3,520
13,10,521
155,9,522
48,7,522
168,9,522
148,10,522
79,2,523
151,9,524
77,9,524
96,10,525
31,6,525
7,5,525
2,6,525
131,9,525
191,2,526
163,8,526
18,1,526
64,6,526
155,6,526
172,10,527
44,7,527
24,4,527
13,6,527
49,4,528
53,3,529
160,1,529
84,8,529
91,4,530
10,1,530
48,8,531
4,2,531
152,2,531
143,3,531
84,9,532
116,6,532
46,1,532
194,8,532
144,9,532
9,9,533
128,8,533
2,8,534
193,2,534
108,8,534
74,8,534
43,8,534
107,7,535
181,2,535
189,2,535
184,7,535
119,9,536
29,5,536
197,8,536
24,2,536
194,8,537
60,1,537
100,8,537
37,5,538
132,8,538
139,3,539
46,8,539
61,8,540
112,6,540
149,4,541
8,2,542
105,2,542
169,2,542
56,6,543
131,2,543
151,5,543
56,6,544
152,2,544
50,6,544
47,7,544
14,6,544
29,6,545
94,8,545
78,3,546
137,9,546
126,8,546
82,4,546
133,9,546
185,2,547
49,4,548
8,5,549
74,1,549
135,2,549
29,6,549
101,5,550
175,2,550
71,9,550
166,4,550
162,8,551
95,4,551
124,5,552
194,4,552
163,4,552
157,7,553
25,8,553
51,7,554
41,5,554
129,2,555
27,7,555
156,5,556
88,3,556
92,5,556
143,10,557
105,5,558
78,9,559
18,10,559
156,7,559
139,3,560
119,8,561
137,3,561
33,3,561
167,7,561
188,6,561
70,8,562
2,5,562
88,4,563
168,6,563
31,10,563
142,1,564
197,1,564
81,3,564
118,8,564
11,4,564
193,6,565
92,6,566
158,5,566
75,6,566
89,1,566
14,2,567
178,7,567
188,7,567
106,1,567
77,9,568
146,5,569
80,7,569
120,8,569
77,1,569
176,9,569
175,10,570
129,7,570
102,1,570
132,5,570
48,5,570
24,3,571
159,6,572
128,1,572
113,3,572
166,8,572
58,8,572
158,2,573
12,3,573
196,2,573
53,7,573
51,3,573
4,8,574
24,9,575
186,3,575
123,3,575
120,7,575
43,1,576
174,6,576
93,9,577
0,5,577
5,9,577
190,10,577
118,9,577
18,3,578
3,4,578
49,3,579
71,6,579
35,7,579
33,5,580
186,4,580
119,3,580
35,3,581
91,4,581
120,7,581
172,9,581
80,6,582
127,8,582
180,5,582
197,6,583
65,1,583
32,3,583
104,8,584
46,10,584
87,4,584
19,6,584
129,2,584
147,1,585
135,6,585
79,9,585
55,5,586
47,4,587
154,6,587
125,1,588
17,6,588
87,10,588
190,9,589
58,8,589
7,4,589
73,8,590
131,1,590
134,7,590
31,6,590
43,3,590
90,4,591
161,2,591
17,1,592
107,1,592
3,9,593
173,2,593
190,7,594
192,4,594
26,4,594
146,9,595
37,6,595
1,3,596
98,2,596
52,1,597
29,7,597
92,2,597
8,4,598
51,6,598
124,4,598
11,2,598
113,8,598
21,1,599
129,10,599
172,8,600
113,6,600
131,7,600
52,9,601
21,3,602
119,5,602
80,6,602
34,4,603
34,3,603
105,6,603
14,8,603
13,1,603
196,6,604
99,7,604
193,10,604
38,8,604
56,5,604
132,4,605
59,5,605
55,7,605
151,5,605
30,10,606
168,4,606
28,7,606
88,10,606
132,3,607
39,3,607
174,8,608
179,8,608
41,2,609
59,3,609
155,8,610
38,6,610
176,8,610
76,3,611
6,10,611
72,7,611
9,4,611
175,8,612
160,10,612
171,3,613
176,9,613
92,6,613
1,6,613
75,1,613
179,2,614
158,1,615
151,6,615
122,1,615
2,7,615
181,6,615
71,2,616
174,4,616
25,5,617
106,4,617
15,3,617
146,1,618
15,3,618
48,10,618
147,9,618
44,1,619
193,7,619
102,4,619
83,7,619
6,4,619
49,2,620
72,6,621
42,5,621
186,5,621
162,6,621
98,2,621
96,2,622
126,3,622
111,2,622
87,9,622
67,3,623
49,8,623
36,9,623
124,2,624
153,2,624
191,5,624
78,10,624
105,6,624
17,10,625
163,9,625
42,10,625
61,4,626
192,2,626
172,1,626
112,4,626
52,10,627
67,8,627
9,2,627
91,7,628
79,8,628
2,4,628
81,7,628
132,6,628
78,4,629
53,5,629
116,4,629
139,7,629
135,5,630
1,10,631
63,6,631
87,2,632
20,2,632
140,2,632
24,2,632
86,2,632
9,3,633
172,1,633
187,8,633
141,2,634
182,7,634
146,10,634
42,2,634
69,7,634
128,10,635
71,7,636
121,10,636
118,2,636
64,8,636
92,1,636
55,1,637
52,9,637
89,9,637
121,9,638
62,2,639
60,8,639
81,10,639
194,7,639
33,4,639
42,10,640
117,2,640
128,9,640
183,1,640
20,3,640
21,2,641
2,3,641
190,2,641
2,2,641
175,9,641
169,5,642
141,2,642
63,5,642
112,9,642
70,5,643
162,7,643
75,8,643
42,4,644
83,1,645
54,4,645
29,4,646
21,10,646
132,6,646
92,8,647
132,9,647
71,10,647
66,5,647
116,9,648
78,3,648
29,3,648
183,3,648
152,8,649
0,8,649
69,3,649
138,5,649
70,2,649
17,5,650
79,3,650
177,3,650
36,10,650
71,10,650
46,4,651
69,3,652
97,1,652
52,6,653
2,5,653
192,3,653
112,5,653
125,4,654
2,3,655
59,9,655
109,4,656
110,2,656
190,8,656
151,6,657
132,8,658
1,8,658
154,4,658
16,6,658
182,1,658
38,7,659
76,4,660
64,2,660
171,8,660
144,6,660
95,4,661
6,8,661
39,5,661
145,4,661
23,10,662
43,4,662
27,2,662
120,10,662
21,5,663
75,3,663
86,7,663
183,2,663
86,2,663
154,1,664
60,8,664
70,6,664
54,6,665
152,9,665
29,3,665
97,4,665
137,4,665
62,2,666
55,7,666
149,3,667
84,8,667
146,9,667
121,8,668
40,6,668
174,4,668
119,3,669
92,3,669
83,9,669
77,10,669
33,2,670
106,4,670
106,5,670
57,9,670
76,6,671
171,8,671
66,10,671
157,7,671
93,3,671
49,8,672
108,6,672
30,7,672
20,6,673
139,4,673
187,3,673
53,6,673
67,7,674
167,1,675
171,8,675
121,5,675
134,2,675
133,4,676
157,4,676
70,9,676
78,3,677
5,7,678
162,1,679
124,1,679
174,4,679
163,6,680
111,6,680
27,6,680
156,10,680
81,5,680
116,6,681
144,3,681
115,2,681
1,4,682
99,2,682
95,5,682
121,1,682
13,9,682
134,8,683
166,9,683
98,4,684
154,7,685
147,5,685
126,4,686
144,8,687
12,7,687
28,9,687
126,3,687
56,8,687
182,5,688
126,5,688
45,2,689
175,4,690
4,2,690
104,9,690
186,2,690
39,10,691
130,10,691
94,6,691
34,10,692
71,4,693
196,9,693
151,9,693
91,6,694
92,5,695
13,10,695
182,8,695
141,10,695
190,4,695
189,3,696
74,7,697
87,1,698
42,3,698
67,8,699
102,8,699
104,7,699
182,7,700
158,5,700
21,1,700
16,5,700
73,3,700
52,3,701
47,9,702
90,9,703
154,9,703
83,3,703
194,3,704
132,8,705
34,1,705
111,5,706
185,4,706
61,7,706
160,3,706
11,3,706
153,6,707
74,5,707
197,10,708
117,3,708
29,5,708
75,10,708
157,3,709
86,9,709
62,2,710
20,9,710
196,4,711
98,10,711
196,1,711
13,6,711
143,1,712
38,8,712
92,8,712
28,5,713
154,9,713
94,7,713
4,9,713
183,1,714
128,9,715
73,6,715
113,7,716
33,9,716
162,6,716
61,10,716
159,7,716
123,1,717
80,2,717
5,5,717
195,6,718
142,1,718
96,8,718
192,10,718
120,2,719
111,8,719
135,2,719
117,7,719
131,9,720
28,6,720
86,8,721
78,4,721
163,1,721
126,10,721
2,2,722
9,7,722
42,2,723
196,4,723
38,6,723
139,4,723
130,7,724
131,1,724
94,1,724
7,6,724
134,4,725
115,3,725
175,7,725
188,3,725
143,8,725
4,2,726
138,4,726
117,9,726
98,1,726
135,10,727
101,10,727
36,10,727
141,10,728
115,2,728
76,4,728
172,6,729
193,2,729
85,9,729
132,2,730
167,1,730
139,3,730
41,4,731
64,8,731
112,5,731
180,5,732
100,9,732
92,7,732
161,7,733
97,6,733
19,3,733
25,2,734
17,7,735
153,3,735
143,2,735
30,10,735
34,2,736
69,10,737
157,4,737
63,5,737
168,3,738
120,10,738
82,6,738
78,10,739
175,1,739
28,1,739
147,3,739
78,7,739
139,7,740
192,7,741
195,9,741
18,2,741
135,7,741
154,10,742
82,1,742
29,1,742
18,6,742
18,7,742
149,1,743
85,10,743
117,2,743
137,6,743
142,8,744
109,8,744
148,2,744
182,2,744
51,7,745
0,4,745
55,2,745
5,3,745
195,5,745
32,2,746
35,2,747
187,10,748
182,5,748
175,1,749
132,5,749
171,10,749
12,6,750
128,8,751
4,5,751
72,2,752
152,7,752
62,3,752
108,8,752
34,5,753
97,9,754
43,4,754
23,10,755
189,10,755
197,3,756
7,7,756
49,6,756
95,8,756
19,10,757
43,9,758
45,7,758
21,7,758
58,1,759
171,8,759
139,4,760
81,4,760
197,2,760
160,1,760
134,1,760
165,9,761
180,1,761
15,6,762
108,4,763
62,5,763
73,6,763
12,8,764
73,10,764
46,10,764
152,5,765
176,2,765
63,3,765
82,6,766
73,2,766
90,1,766
51,3,766
5,2,767
107,3,767
69,9,767
182,9,767
191,3,768
138,8,768
69,4,768
151,8,769
70,10,769
139,7,770
148,9,770
152,3,770
53,10,770
